payment_ts,account_id,method,amount_usd,status
2025-09-15,A100106,CARD,213.64,PAID
2025-09-30,A100106,INVOICE,145.74,PAID
2025-05-03,A100107,CARD,79.43,PAID
2025-05-18,A100107,INVOICE,144.8,PAID
2025-06-02,A100107,CARD,116.71,PAID
2025-06-17,A100107,INVOICE,190.33,PAID
2025-07-02,A100107,CARD,42.5,PAID
2025-07-17,A100107,INVOICE,86.49,PAID
2025-08-01,A100107,CARD,71.48,PAID
2025-08-16,A100107,CARD,163.56,PAID
2025-08-31,A100107,CARD,143.75,PAID
2025-09-15,A100107,CARD,94.3,PAID
2025-09-30,A100107,CARD,71.08,PAID
2025-05-03,A100108,CARD,96.44,PAID
2025-05-18,A100108,INVOICE,122.17,PAID
2025-06-02,A100108,CARD,164.31,PAID
2025-06-17,A100108,CARD,122.27,PAID
2025-07-02,A100108,WIRE,109.88,PAID
2025-07-17,A100108,INVOICE,222.08,PAID
2025-08-01,A100108,INVOICE,10.0,PAID
2025-08-16,A100108,INVOICE,158.53,PAID
2025-08-31,A100108,INVOICE,175.76,PAID
2025-09-15,A100108,INVOICE,48.78,PAID
2025-09-30,A100108,INVOICE,96.24,PAID
2025-05-03,A100109,WIRE,157.8,PAID
2025-05-18,A100109,CARD,130.68,PAID
2025-06-02,A100109,CARD,63.45,PAID
2025-06-17,A100109,INVOICE,77.14,PAID
2025-07-02,A100109,CARD,143.7,PAID
2025-07-17,A100109,INVOICE,33.64,PAID
2025-08-01,A100109,CARD,144.62,PAID
2025-08-16,A100109,CARD,141.65,PAID
2025-08-31,A100109,INVOICE,10.0,PAID
2025-09-15,A100109,INVOICE,62.07,PAID
2025-09-30,A100109,CARD,108.31,PAID
2025-05-03,A100110,CARD,153.06,PAID
2025-05-18,A100110,CARD,103.54,PAID
2025-06-02,A100110,WIRE,49.93,PAID
2025-06-17,A100110,INVOICE,132.09,PAID
2025-07-02,A100110,CARD,28.52,PAID
2025-07-17,A100110,CARD,77.2,PAID
2025-08-01,A100110,CARD,100.16,PAID
2025-08-16,A100110,CARD,134.08,PAID
2025-08-31,A100110,WIRE,46.17,PAID
2025-09-15,A100110,CARD,95.15,PAID
2025-09-30,A100110,CARD,71.99,PAID
2025-05-03,A100111,CARD,66.36,PAID
2025-05-18,A100111,CARD,98.98,PAID
2025-06-02,A100111,CARD,111.95,PAID
2025-06-17,A100111,INVOICE,83.54,PAID
2025-07-02,A100111,CARD,150.05,PAID
2025-07-17,A100111,WIRE,101.79,PAID
2025-08-01,A100111,CARD,214.56,PAID
2025-08-16,A100111,INVOICE,83.34,PAID
2025-08-31,A100111,CARD,149.06,PAID
2025-09-15,A100111,INVOICE,10.0,PAID
2025-09-30,A100111,CARD,45.16,PAID
2025-05-03,A100112,CARD,183.23,PAID
2025-05-18,A100112,CARD,135.55,PAID
2025-06-02,A100112,WIRE,83.63,PAID
2025-06-17,A100112,CARD,160.5,PAID
2025-07-02,A100112,CARD,153.65,PAID
2025-07-17,A100112,CARD,144.82,PAID
2025-08-01,A100112,CARD,127.84,PAID
2025-08-16,A100112,CARD,142.8,PAID
2025-08-31,A100112,CARD,133.4,PAID
2025-09-15,A100112,CARD,165.4,PAID
2025-09-30,A100112,CARD,63.21,PAID
2025-05-03,A100113,INVOICE,177.39,PAID
2025-05-18,A100113,INVOICE,25.06,PAID
2025-06-02,A100113,CARD,140.77,PAID
2025-06-17,A100113,CARD,85.3,PAID
2025-07-02,A100113,CARD,112.54,PAID
2025-07-17,A100113,WIRE,124.07,PAID
2025-08-01,A100113,INVOICE,208.06,PAID
2025-08-16,A100113,CARD,44.07,PAID
2025-08-31,A100113,CARD,128.71,PAID
2025-09-15,A100113,INVOICE,222.49,PAID
2025-09-30,A100113,CARD,93.68,PAID
2025-05-03,A100114,CARD,10.0,PAID
2025-05-18,A100114,CARD,73.31,PAID
2025-06-02,A100114,CARD,234.36,PAID
2025-06-17,A100114,CARD,10.0,PAID
2025-07-02,A100114,INVOICE,110.44,PAID
2025-07-17,A100114,INVOICE,146.39,PAID
2025-08-01,A100114,INVOICE,99.33,PAID
2025-08-16,A100114,CARD,10.0,PAID
2025-08-31,A100114,WIRE,180.11,PAID
2025-09-15,A100114,CARD,154.86,PAID
2025-09-30,A100114,CARD,171.41,PAID
2025-05-03,A100115,CARD,28.4,PAID
2025-05-18,A100115,CARD,228.25,PAID
2025-06-02,A100115,INVOICE,180.45,PAID
2025-06-17,A100115,INVOICE,88.53,PAID
2025-07-02,A100115,CARD,147.8,PAID
2025-07-17,A100115,CARD,102.41,PAID
2025-08-01,A100115,INVOICE,95.21,PAID
2025-08-16,A100115,INVOICE,83.9,PAID
2025-08-31,A100115,WIRE,87.79,PAID
2025-09-15,A100115,CARD,10.0,PAID
2025-09-30,A100115,CARD,77.39,PAID
2025-05-03,A100116,INVOICE,145.31,PAID
2025-05-18,A100116,INVOICE,119.69,PAID
2025-06-02,A100116,CARD,263.29,PAID
2025-06-17,A100116,CARD,103.66,PAID
2025-07-02,A100116,WIRE,166.34,PAID
2025-07-17,A100116,INVOICE,268.02,PAID
2025-08-01,A100116,INVOICE,106.25,PAID
2025-08-16,A100116,WIRE,129.23,PAID
2025-08-31,A100116,WIRE,194.52,PAID
2025-09-15,A100116,CARD,168.48,PAID
2025-09-30,A100116,CARD,97.92,PAID
2025-05-03,A100117,INVOICE,191.37,PAID
2025-05-18,A100117,CARD,72.51,PAID
2025-06-02,A100117,INVOICE,98.5,PAID
2025-06-17,A100117,WIRE,176.32,PAID
2025-07-02,A100117,CARD,25.89,PAID
2025-07-17,A100117,CARD,64.0,PAID
2025-08-01,A100117,INVOICE,111.56,PAID
2025-08-16,A100117,INVOICE,145.07,PAID
2025-08-31,A100117,CARD,205.16,PAID
2025-09-15,A100117,CARD,65.37,PAID
2025-09-30,A100117,CARD,135.55,PAID
2025-05-03,A100118,CARD,164.9,PAID
2025-05-18,A100118,CARD,88.04,PAID
2025-06-02,A100118,CARD,10.0,PAID
2025-06-17,A100118,INVOICE,77.82,PAID
2025-07-02,A100118,CARD,85.46,PAID
2025-07-17,A100118,CARD,98.77,PAID
2025-08-01,A100118,CARD,76.16,PAID
2025-08-16,A100118,INVOICE,98.02,PAID
2025-08-31,A100118,WIRE,111.46,PAID
2025-09-15,A100118,CARD,179.51,PAID
2025-09-30,A100118,INVOICE,191.23,PAID
2025-05-03,A100119,CARD,36.55,PAID
2025-05-18,A100119,WIRE,187.57,PAID
2025-06-02,A100119,INVOICE,108.25,PAID
2025-06-17,A100119,CARD,122.84,PAID
2025-07-02,A100119,CARD,128.79,PAID
2025-07-17,A100119,INVOICE,26.1,PAID
2025-08-01,A100119,INVOICE,89.32,PAID
2025-08-16,A100119,WIRE,79.13,PAID
2025-08-31,A100119,CARD,171.43,PAID
2025-09-15,A100119,CARD,83.95,PAID
2025-09-30,A100119,CARD,128.29,PAID
2025-05-03,A100120,INVOICE,172.03,PAID
2025-05-18,A100120,INVOICE,95.8,PAID
2025-06-02,A100120,CARD,186.6,PAID
2025-06-17,A100120,INVOICE,10.0,PAID
2025-07-02,A100120,CARD,49.18,PAID
2025-07-17,A100120,CARD,81.26,PAID
2025-08-01,A100120,CARD,62.05,PAID
2025-08-16,A100120,CARD,154.57,PAID
2025-08-31,A100120,CARD,26.8,PAID
2025-09-15,A100120,CARD,144.3,PAID
2025-09-30,A100120,CARD,67.5,PAID
2025-05-03,A100121,CARD,10.0,PAID
2025-05-18,A100121,INVOICE,34.45,PAID
2025-06-02,A100121,CARD,94.58,PAID
2025-06-17,A100121,INVOICE,149.69,PAID
2025-07-02,A100121,CARD,47.63,PAID
2025-07-17,A100121,CARD,100.54,PAID
2025-08-01,A100121,CARD,237.89,PAID
2025-08-16,A100121,INVOICE,71.16,PAID
2025-08-31,A100121,CARD,73.36,PAID
2025-09-15,A100121,INVOICE,19.42,PAID
2025-09-30,A100121,CARD,18.53,PAID
2025-05-03,A100122,INVOICE,76.08,PAID
2025-05-18,A100122,INVOICE,185.09,PAID
2025-06-02,A100122,INVOICE,130.96,PAID
2025-06-17,A100122,INVOICE,97.36,PAID
2025-07-02,A100122,CARD,85.6,PAID
2025-07-17,A100122,CARD,24.84,PAID
2025-08-01,A100122,INVOICE,116.66,PAID
2025-08-16,A100122,INVOICE,148.8,PAID
2025-08-31,A100122,INVOICE,131.59,PAID
2025-09-15,A100122,CARD,118.69,PAID
2025-09-30,A100122,CARD,90.67,PAID
2025-05-03,A100123,CARD,106.86,PAID
2025-05-18,A100123,CARD,101.94,PAID
2025-06-02,A100123,CARD,191.78,PAID
2025-06-17,A100123,INVOICE,111.11,PAID
2025-07-02,A100123,CARD,158.29,PAID
2025-07-17,A100123,WIRE,135.37,PAID
2025-08-01,A100123,INVOICE,74.34,PAID
2025-08-16,A100123,CARD,53.34,PAID
2025-08-31,A100123,CARD,245.45,PAID
2025-09-15,A100123,CARD,92.68,PAID
2025-09-30,A100123,CARD,79.72,PAID
2025-05-03,A100124,WIRE,131.3,PAID
2025-05-18,A100124,CARD,10.0,PAID
2025-06-02,A100124,CARD,62.06,PAID
2025-06-17,A100124,CARD,39.6,PAID
2025-07-02,A100124,CARD,116.19,PAID
2025-07-17,A100124,CARD,50.07,PAID
2025-08-01,A100124,CARD,126.57,PAID
2025-08-16,A100124,CARD,30.07,PAID
2025-08-31,A100124,CARD,210.55,PAID
2025-09-15,A100124,CARD,177.68,PAID
2025-09-30,A100124,CARD,165.82,PAID
2025-05-03,A100125,CARD,183.83,PAID
2025-05-18,A100125,CARD,71.08,PAID
2025-06-02,A100125,INVOICE,154.07,PAID
2025-06-17,A100125,CARD,62.09,PAID
2025-07-02,A100125,INVOICE,48.95,PAID
2025-07-17,A100125,CARD,178.75,PAID
2025-08-01,A100125,INVOICE,119.74,PAID
2025-08-16,A100125,CARD,199.5,PAID
2025-08-31,A100125,CARD,130.96,PAID
2025-09-15,A100125,CARD,143.67,PAID
2025-09-30,A100125,INVOICE,143.08,PAID
2025-05-03,A100126,WIRE,69.42,PAID
2025-05-18,A100126,CARD,221.86,PAID
2025-06-02,A100126,WIRE,28.6,PAID
2025-06-17,A100126,CARD,64.45,PAID
2025-07-02,A100126,CARD,205.6,PAID
2025-07-17,A100126,CARD,170.59,PAID
2025-08-01,A100126,INVOICE,104.44,PAID
2025-08-16,A100126,INVOICE,166.39,PAID
2025-08-31,A100126,CARD,163.03,PAID
2025-09-15,A100126,CARD,150.87,PAID
2025-09-30,A100126,CARD,96.97,PAID
2025-05-03,A100127,CARD,248.3,PAID
2025-05-18,A100127,CARD,126.3,PAID
2025-06-02,A100127,CARD,46.7,PAID
2025-06-17,A100127,CARD,84.55,PAID
2025-07-02,A100127,INVOICE,143.25,PAID
2025-07-17,A100127,INVOICE,42.79,PAID
2025-08-01,A100127,CARD,52.37,PAID
2025-08-16,A100127,CARD,156.84,PAID
2025-08-31,A100127,CARD,251.36,PAID
2025-09-15,A100127,INVOICE,110.18,PAID
2025-09-30,A100127,INVOICE,145.82,PAID
2025-05-03,A100128,INVOICE,132.49,PAID
2025-05-18,A100128,CARD,87.16,PAID
2025-06-02,A100128,CARD,48.45,PAID
2025-06-17,A100128,INVOICE,134.67,PAID
2025-07-02,A100128,WIRE,58.86,PAID
2025-07-17,A100128,WIRE,137.25,PAID
2025-08-01,A100128,CARD,145.79,PAID
2025-08-16,A100128,CARD,101.03,PAID
2025-08-31,A100128,CARD,81.53,PAID
2025-09-15,A100128,CARD,189.6,PAID
2025-09-30,A100128,CARD,112.1,PAID
2025-05-03,A100129,INVOICE,216.41,PAID
2025-05-18,A100129,CARD,135.73,PAID
2025-06-02,A100129,CARD,233.61,PAID
2025-06-17,A100129,INVOICE,84.38,PAID
2025-07-02,A100129,INVOICE,69.96,PAID
2025-07-17,A100129,WIRE,141.47,PAID
2025-08-01,A100129,CARD,141.7,PAID
2025-08-16,A100129,CARD,166.83,PAID
2025-08-31,A100129,INVOICE,108.66,PAID
2025-09-15,A100129,WIRE,120.21,PAID
2025-09-30,A100129,CARD,97.26,PAID
2025-05-03,A100130,CARD,117.28,PAID
2025-05-18,A100130,CARD,70.56,PAID
2025-06-02,A100130,CARD,109.64,PAID
2025-06-17,A100130,WIRE,10.0,PAID
2025-07-02,A100130,INVOICE,139.01,PAID
2025-07-17,A100130,CARD,149.58,PAID
2025-08-01,A100130,CARD,55.98,PAID
2025-08-16,A100130,CARD,138.47,PAID
2025-08-31,A100130,CARD,173.36,PAID
2025-09-15,A100130,CARD,150.21,PAID
2025-09-30,A100130,CARD,20.92,PAID
2025-05-03,A100131,CARD,114.62,PAID
2025-05-18,A100131,CARD,105.47,PAID
2025-06-02,A100131,CARD,56.46,PAID
2025-06-17,A100131,INVOICE,40.63,PAID
2025-07-02,A100131,INVOICE,142.66,PAID
2025-07-17,A100131,CARD,134.66,PAID
2025-08-01,A100131,WIRE,296.51,PAID
2025-08-16,A100131,INVOICE,96.0,PAID
2025-08-31,A100131,CARD,137.41,PAID
2025-09-15,A100131,CARD,123.82,PAID
2025-09-30,A100131,CARD,10.0,PAID
2025-05-03,A100132,CARD,38.68,PAID
2025-05-18,A100132,CARD,146.45,PAID
2025-06-02,A100132,INVOICE,95.65,PAID
2025-06-17,A100132,CARD,173.76,PAID
2025-07-02,A100132,CARD,138.02,PAID
2025-07-17,A100132,INVOICE,44.64,PAID
2025-08-01,A100132,CARD,56.13,PAID
2025-08-16,A100132,WIRE,49.81,PAID
2025-08-31,A100132,CARD,186.42,PAID
2025-09-15,A100132,INVOICE,167.42,PAID
2025-09-30,A100132,CARD,76.79,PAID
2025-05-03,A100133,INVOICE,192.04,PAID
2025-05-18,A100133,CARD,197.36,PAID
2025-06-02,A100133,CARD,233.71,PAID
2025-06-17,A100133,CARD,204.14,PAID
2025-07-02,A100133,INVOICE,212.5,PAID
2025-07-17,A100133,CARD,84.64,PAID
2025-08-01,A100133,CARD,169.78,PAID
2025-08-16,A100133,CARD,126.29,PAID
2025-08-31,A100133,INVOICE,116.93,PAID
2025-09-15,A100133,CARD,85.2,PAID
2025-09-30,A100133,CARD,51.9,PAID
2025-05-03,A100134,CARD,103.7,PAID
2025-05-18,A100134,CARD,78.02,PAID
2025-06-02,A100134,INVOICE,128.31,PAID
2025-06-17,A100134,CARD,161.62,PAID
2025-07-02,A100134,CARD,126.13,PAID
2025-07-17,A100134,WIRE,113.7,PAID
2025-08-01,A100134,INVOICE,134.62,PAID
2025-08-16,A100134,CARD,150.62,PAID
2025-08-31,A100134,WIRE,119.69,PAID
2025-09-15,A100134,WIRE,111.06,PAID
2025-09-30,A100134,INVOICE,174.45,PAID
2025-05-03,A100135,CARD,88.89,PAID
2025-05-18,A100135,CARD,130.71,PAID
2025-06-02,A100135,CARD,317.41,PAID
2025-06-17,A100135,INVOICE,136.84,PAID
2025-07-02,A100135,CARD,10.0,PAID
2025-07-17,A100135,CARD,92.36,PAID
2025-08-01,A100135,CARD,10.0,PAID
2025-08-16,A100135,INVOICE,158.5,PAID
2025-08-31,A100135,CARD,10.0,PAID
2025-09-15,A100135,CARD,10.0,CHARGEBACK
2025-09-30,A100135,CARD,148.58,PAID
2025-05-03,A100136,CARD,90.24,PAID
2025-05-18,A100136,CARD,69.21,PAID
2025-06-02,A100136,WIRE,133.2,PAID
2025-06-17,A100136,CARD,162.01,PAID
2025-07-02,A100136,INVOICE,147.9,PAID
2025-07-17,A100136,INVOICE,145.51,PAID
2025-08-01,A100136,CARD,214.7,PAID
2025-08-16,A100136,INVOICE,10.0,PAID
2025-08-31,A100136,WIRE,204.37,PAID
2025-09-15,A100136,CARD,123.96,PAID
2025-09-30,A100136,WIRE,136.58,PAID
2025-05-03,A100137,INVOICE,127.03,PAID
2025-05-18,A100137,WIRE,132.62,PAID
2025-06-02,A100137,CARD,218.84,PAID
2025-06-17,A100137,CARD,194.38,PAID
2025-07-02,A100137,CARD,216.27,PAID
2025-07-17,A100137,CARD,164.84,PAID
2025-08-01,A100137,CARD,53.01,PAID
2025-08-16,A100137,INVOICE,120.12,PAID
2025-08-31,A100137,CARD,158.63,PAID
2025-09-15,A100137,CARD,108.58,PAID
2025-09-30,A100137,CARD,276.13,PAID
2025-05-03,A100138,INVOICE,156.89,PAID
2025-05-18,A100138,CARD,95.33,PAID
2025-06-02,A100138,CARD,170.46,PAID
2025-06-17,A100138,CARD,72.07,PAID
2025-07-02,A100138,WIRE,139.37,PAID
2025-07-17,A100138,CARD,154.26,PAID
2025-08-01,A100138,CARD,216.02,PAID
2025-08-16,A100138,CARD,211.83,PAID
2025-08-31,A100138,INVOICE,159.49,PAID
2025-09-15,A100138,WIRE,34.41,PAID
2025-09-30,A100138,INVOICE,113.0,PAID
2025-05-03,A100139,INVOICE,107.8,PAID
2025-05-18,A100139,CARD,84.8,PAID
2025-06-02,A100139,CARD,87.85,PAID
2025-06-17,A100139,INVOICE,173.19,PAID
2025-07-02,A100139,CARD,192.15,PAID
2025-07-17,A100139,WIRE,146.5,PAID
2025-08-01,A100139,CARD,127.98,PAID
2025-08-16,A100139,WIRE,232.05,PAID
2025-08-31,A100139,CARD,139.75,PAID
2025-09-15,A100139,WIRE,46.15,PAID
2025-09-30,A100139,INVOICE,106.84,PAID
2025-05-03,A100140,CARD,134.46,PAID
2025-05-18,A100140,CARD,42.66,PAID
2025-06-02,A100140,CARD,134.49,PAID
2025-06-17,A100140,INVOICE,42.18,PAID
2025-07-02,A100140,CARD,137.14,PAID
2025-07-17,A100140,CARD,109.61,PAID
2025-08-01,A100140,CARD,164.89,PAID
2025-08-16,A100140,INVOICE,110.8,PAID
2025-08-31,A100140,INVOICE,161.76,PAID
2025-09-15,A100140,INVOICE,113.36,PAID
2025-09-30,A100140,INVOICE,55.18,PAID
2025-05-03,A100141,CARD,158.84,PAID
2025-05-18,A100141,WIRE,124.27,PAID
2025-06-02,A100141,CARD,10.0,PAID
2025-06-17,A100141,WIRE,13.15,PAID
2025-07-02,A100141,WIRE,66.77,PAID
2025-07-17,A100141,WIRE,196.95,PAID
2025-08-01,A100141,CARD,251.81,PAID
2025-08-16,A100141,WIRE,95.61,PAID
2025-08-31,A100141,CARD,123.2,PAID
2025-09-15,A100141,INVOICE,10.0,PAID
2025-09-30,A100141,WIRE,159.08,PAID
2025-05-03,A100142,CARD,128.06,PAID
2025-05-18,A100142,CARD,105.0,PAID
2025-06-02,A100142,INVOICE,39.29,PAID
2025-06-17,A100142,INVOICE,68.35,PAID
2025-07-02,A100142,INVOICE,43.76,PAID
2025-07-17,A100142,CARD,58.98,PAID
2025-08-01,A100142,CARD,51.01,PAID
2025-08-16,A100142,CARD,116.86,PAID
2025-08-31,A100142,INVOICE,54.47,PAID
2025-09-15,A100142,WIRE,178.66,PAID
2025-09-30,A100142,CARD,109.05,PAID
2025-05-03,A100143,CARD,75.17,PAID
2025-05-18,A100143,CARD,76.9,PAID
2025-06-02,A100143,CARD,33.81,PAID
2025-06-17,A100143,CARD,73.25,PAID
2025-07-02,A100143,CARD,194.29,PAID
2025-07-17,A100143,CARD,196.92,PAID
2025-08-01,A100143,CARD,38.48,PAID
2025-08-16,A100143,CARD,124.22,PAID
2025-08-31,A100143,CARD,156.43,PAID
2025-09-15,A100143,CARD,138.66,PAID
2025-09-30,A100143,WIRE,122.19,PAID
2025-05-03,A100144,CARD,45.49,PAID
2025-05-18,A100144,INVOICE,166.32,PAID
2025-06-02,A100144,CARD,100.95,PAID
2025-06-17,A100144,CARD,121.36,PAID
2025-07-02,A100144,INVOICE,181.71,PAID
2025-07-17,A100144,CARD,116.02,PAID
2025-08-01,A100144,CARD,207.86,PAID
2025-08-16,A100144,INVOICE,57.2,PAID
2025-08-31,A100144,CARD,209.66,PAID
2025-09-15,A100144,INVOICE,82.47,PAID
2025-09-30,A100144,CARD,127.26,PAID
2025-05-03,A100145,CARD,225.11,PAID
2025-05-18,A100145,CARD,97.61,PAID
2025-06-02,A100145,INVOICE,80.73,PAID
2025-06-17,A100145,INVOICE,95.57,PAID
2025-07-02,A100145,INVOICE,97.64,PAID
2025-07-17,A100145,INVOICE,154.08,PAID
2025-08-01,A100145,WIRE,133.97,PAID
2025-08-16,A100145,INVOICE,243.32,PAID
2025-08-31,A100145,CARD,43.98,PAID
2025-09-15,A100145,CARD,10.0,PAID
2025-09-30,A100145,INVOICE,146.58,PAID
2025-05-03,A100146,CARD,10.0,CHARGEBACK
2025-05-18,A100146,CARD,164.75,PAID
2025-06-02,A100146,INVOICE,77.81,PAID
2025-06-17,A100146,CARD,109.37,PAID
2025-07-02,A100146,CARD,70.31,PAID
2025-07-17,A100146,CARD,115.49,PAID
2025-08-01,A100146,INVOICE,92.25,PAID
2025-08-16,A100146,INVOICE,221.54,PAID
2025-08-31,A100146,INVOICE,153.19,PAID
2025-09-15,A100146,CARD,170.9,PAID
2025-09-30,A100146,CARD,10.0,PAID
2025-05-03,A100147,CARD,54.33,PAID
2025-05-18,A100147,WIRE,123.17,PAID
2025-06-02,A100147,WIRE,111.35,PAID
2025-06-17,A100147,INVOICE,68.79,PAID
2025-07-02,A100147,INVOICE,130.16,PAID
2025-07-17,A100147,CARD,165.71,PAID
2025-08-01,A100147,INVOICE,82.56,PAID
2025-08-16,A100147,INVOICE,165.18,PAID
2025-08-31,A100147,CARD,82.11,PAID
2025-09-15,A100147,CARD,222.98,PAID
2025-09-30,A100147,CARD,150.26,PAID
2025-05-03,A100148,CARD,185.2,PAID
2025-05-18,A100148,INVOICE,54.91,PAID
2025-06-02,A100148,CARD,41.73,PAID
2025-06-17,A100148,INVOICE,132.79,PAID
2025-07-02,A100148,INVOICE,98.51,PAID
2025-07-17,A100148,CARD,138.65,PAID
2025-08-01,A100148,CARD,68.62,PAID
2025-08-16,A100148,INVOICE,145.92,PAID
2025-08-31,A100148,WIRE,197.46,PAID
2025-09-15,A100148,CARD,108.68,PAID
2025-09-30,A100148,CARD,52.42,PAID
2025-05-03,A100149,INVOICE,164.54,PAID
2025-05-18,A100149,INVOICE,114.8,PAID
2025-06-02,A100149,CARD,61.52,PAID
2025-06-17,A100149,INVOICE,177.54,PAID
2025-07-02,A100149,CARD,157.62,PAID
2025-07-17,A100149,CARD,124.65,PAID
2025-08-01,A100149,CARD,12.44,PAID
2025-08-16,A100149,INVOICE,94.73,PAID
2025-08-31,A100149,INVOICE,121.54,PAID
2025-09-15,A100149,CARD,130.68,PAID
2025-09-30,A100149,WIRE,53.84,PAID
2025-05-03,A100150,INVOICE,110.76,PAID
2025-05-18,A100150,WIRE,82.78,PAID
2025-06-02,A100150,INVOICE,58.64,PAID
2025-06-17,A100150,CARD,10.0,PAID
2025-07-02,A100150,CARD,189.93,PAID
2025-07-17,A100150,CARD,68.79,PAID
2025-08-01,A100150,INVOICE,262.8,PAID
2025-08-16,A100150,INVOICE,132.93,PAID
2025-08-31,A100150,INVOICE,101.16,PAID
2025-09-15,A100150,INVOICE,136.59,PAID
2025-09-30,A100150,CARD,139.71,PAID
2025-05-03,A100151,CARD,138.83,CHARGEBACK
2025-05-18,A100151,CARD,60.47,PAID
2025-06-02,A100151,WIRE,40.24,CHARGEBACK
2025-06-17,A100151,CARD,125.16,PAID
2025-07-02,A100151,CARD,138.09,DECLINED
2025-07-17,A100151,CARD,75.38,CHARGEBACK
2025-08-01,A100151,INVOICE,101.62,PAID
2025-08-16,A100151,CARD,89.21,PAID
2025-08-31,A100151,INVOICE,64.44,DECLINED
2025-09-15,A100151,CARD,10.0,PAID
2025-09-30,A100151,CARD,16.6,PAID
2025-05-03,A100152,CARD,171.27,PAID
2025-05-18,A100152,INVOICE,92.17,PAID
2025-06-02,A100152,INVOICE,138.52,PAID
2025-06-17,A100152,INVOICE,79.98,PAID
2025-07-02,A100152,CARD,173.27,PAID
2025-07-17,A100152,INVOICE,111.94,PAID
2025-08-01,A100152,INVOICE,81.41,PAID
2025-08-16,A100152,INVOICE,81.84,PAID
2025-08-31,A100152,CARD,52.68,PAID
2025-09-15,A100152,CARD,165.06,PAID
2025-09-30,A100152,INVOICE,149.38,PAID
2025-05-03,A100153,INVOICE,69.15,PAID
2025-05-18,A100153,CARD,49.11,PAID
2025-06-02,A100153,CARD,159.33,PAID
2025-06-17,A100153,CARD,172.64,PAID
2025-07-02,A100153,CARD,162.56,PAID
2025-07-17,A100153,INVOICE,50.53,PAID
2025-08-01,A100153,CARD,130.96,PAID
2025-08-16,A100153,INVOICE,168.27,PAID
2025-08-31,A100153,CARD,243.88,PAID
2025-09-15,A100153,CARD,165.87,PAID
2025-09-30,A100153,INVOICE,91.41,PAID
2025-05-03,A100154,INVOICE,135.42,PAID
2025-05-18,A100154,INVOICE,107.32,PAID
2025-06-02,A100154,CARD,88.28,PAID
2025-06-17,A100154,CARD,119.42,PAID
2025-07-02,A100154,INVOICE,97.81,PAID
2025-07-17,A100154,CARD,85.26,PAID
2025-08-01,A100154,INVOICE,52.37,PAID
2025-08-16,A100154,CARD,71.77,PAID
2025-08-31,A100154,CARD,45.38,PAID
2025-09-15,A100154,WIRE,192.02,PAID
2025-09-30,A100154,CARD,46.86,PAID
2025-05-03,A100155,CARD,107.25,PAID
2025-05-18,A100155,INVOICE,50.29,PAID
2025-06-02,A100155,CARD,165.99,PAID
2025-06-17,A100155,INVOICE,119.21,PAID
2025-07-02,A100155,INVOICE,165.1,PAID
2025-07-17,A100155,CARD,190.96,PAID
2025-08-01,A100155,CARD,126.02,PAID
2025-08-16,A100155,INVOICE,80.83,PAID
2025-08-31,A100155,CARD,164.52,PAID
2025-09-15,A100155,CARD,152.14,PAID
2025-09-30,A100155,CARD,129.86,PAID
2025-05-03,A100156,CARD,225.95,PAID
2025-05-18,A100156,CARD,139.56,PAID
2025-06-02,A100156,CARD,10.0,PAID
2025-06-17,A100156,INVOICE,124.18,PAID
2025-07-02,A100156,CARD,122.66,PAID
2025-07-17,A100156,CARD,10.3,PAID
2025-08-01,A100156,CARD,46.65,PAID
2025-08-16,A100156,INVOICE,32.93,PAID
2025-08-31,A100156,CARD,204.06,PAID
2025-09-15,A100156,CARD,40.59,PAID
2025-09-30,A100156,WIRE,65.93,PAID
2025-05-03,A100157,INVOICE,148.17,PAID
2025-05-18,A100157,INVOICE,44.63,PAID
2025-06-02,A100157,CARD,127.66,PAID
2025-06-17,A100157,CARD,140.86,PAID
2025-07-02,A100157,CARD,79.49,PAID
2025-07-17,A100157,CARD,10.0,PAID
2025-08-01,A100157,INVOICE,240.5,PAID
2025-08-16,A100157,INVOICE,167.89,PAID
2025-08-31,A100157,CARD,67.79,PAID
2025-09-15,A100157,INVOICE,53.88,PAID
2025-09-30,A100157,CARD,90.48,PAID
2025-05-03,A100158,CARD,132.32,PAID
2025-05-18,A100158,INVOICE,190.3,PAID
2025-06-02,A100158,INVOICE,144.65,PAID
2025-06-17,A100158,INVOICE,145.29,PAID
2025-07-02,A100158,INVOICE,54.57,PAID
2025-07-17,A100158,CARD,10.0,PAID
2025-08-01,A100158,CARD,144.83,PAID
2025-08-16,A100158,CARD,85.87,PAID
2025-08-31,A100158,INVOICE,113.57,PAID
2025-09-15,A100158,INVOICE,78.38,PAID
2025-09-30,A100158,CARD,163.43,PAID
2025-05-03,A100159,INVOICE,121.87,PAID
2025-05-18,A100159,CARD,129.67,PAID
2025-06-02,A100159,CARD,16.32,PAID
2025-06-17,A100159,INVOICE,95.83,PAID
2025-07-02,A100159,CARD,130.14,PAID
2025-07-17,A100159,CARD,183.1,PAID
2025-08-01,A100159,CARD,66.97,PAID
2025-08-16,A100159,CARD,49.98,PAID
2025-08-31,A100159,INVOICE,138.6,PAID
2025-09-15,A100159,INVOICE,242.92,PAID
2025-09-30,A100159,CARD,90.19,PAID
2025-05-03,A100160,INVOICE,132.44,PAID
2025-05-18,A100160,CARD,87.95,PAID
2025-06-02,A100160,CARD,210.33,PAID
